u,v,length,highway,geometry,edge_id
7509364434,5460895051,70.2554403559764,residential,"LINESTRING (76.9221212 8.5162632, 76.9221398 8.516253, 76.9222677 8.516109, 76.9223917 8.5159813, 76.9225318 8.5157828)",17405
7509364436,11097590164,17.950263293189806,residential,"LINESTRING (76.9236435 8.5163353, 76.923557 8.5164722)",17406
7509364465,2446720015,47.33191286347342,residential,"LINESTRING (76.9255981 8.5163005, 76.9256133 8.5167259)",17407
7509364465,2446720006,59.817858564545716,residential,"LINESTRING (76.9255981 8.5163005, 76.9250669 8.5164163)",17408
7509364465,2446719995,66.52403273571335,residential,"LINESTRING (76.9255981 8.5163005, 76.9256014 8.5162289, 76.9254927 8.5157134)",17409
7509364472,2446716639,84.67100373479612,residential,"LINESTRING (76.926792 8.515858, 76.927556 8.5157635)",17410
7509364484,2446716642,33.725127554923205,residential,"LINESTRING (76.9304079 8.5160527, 76.9304669 8.51587, 76.9305794 8.5158626)",17411
7509364484,12079451738,87.87352922591654,residential,"LINESTRING (76.9304079 8.5160527, 76.9303678 8.5160617, 76.9303143 8.5160639, 76.9302294 8.5160576, 76.9298775 8.5159998, 76.9297693 8.5159745, 76.9296413 8.5159283, 76.9296276 8.515922)",17412
7509364484,7509364493,28.98890564330489,residential,"LINESTRING (76.9304079 8.5160527, 76.9304455 8.5162702, 76.9304547 8.5163092)",17413
7509364493,2446716681,318.61041401111726,residential,"LINESTRING (76.9304547 8.5163092, 76.9304625 8.5163289, 76.9304696 8.5163418, 76.9304783 8.516349, 76.930487 8.5163547, 76.9305193 8.5163656, 76.9309566 8.5165085, 76.931003 8.5165301, 76.9310514 8.5165567, 76.9312558 8.5166903, 76.9312601 8.5166951, 76.9312626 8.5167007, 76.9312655 8.5167135, 76.9312668 8.5167286, 76.9312661 8.5167398, 76.9312652 8.5167559, 76.9312634 8.5167636, 76.931259 8.5167714, 76.9309954 8.5171267, 76.9308517 8.5173077, 76.9307447 8.5174601, 76.9306002 8.517666, 76.9303811 8.5179584, 76.9302321 8.5180957, 76.9300445 8.5182016)",17414
7509364493,7509364484,28.98890564330489,residential,"LINESTRING (76.9304547 8.5163092, 76.9304455 8.5162702, 76.9304079 8.5160527)",17415
7509364493,12079451737,139.8969834597356,residential,"LINESTRING (76.9304547 8.5163092, 76.9302196 8.5163129, 76.9301158 8.5165049, 76.9299485 8.5164802, 76.9297888 8.517101)",17416
7509364507,2446716681,11.43964611097992,residential,"LINESTRING (76.9299432 8.518225, 76.9300445 8.5182016)",17417
7509364507,10302300814,46.57250790270794,residential,"LINESTRING (76.9299432 8.518225, 76.9300823 8.5186206)",17418
7509364507,2446716683,85.7199227768671,residential,"LINESTRING (76.9299432 8.518225, 76.9298032 8.51822, 76.9295718 8.5181947, 76.929203 8.5180254)",17419
7509364521,2446720020,118.69790599827826,residential,"LINESTRING (76.9252346 8.5179735, 76.9251159 8.5169125)",17420
7509364527,6978431147,128.35227236601494,residential,"LINESTRING (76.926961 8.5179116, 76.9270671 8.5178516, 76.9272405 8.5177203, 76.9277224 8.5175045, 76.9279896 8.517375)",17421
7509364528,7509364529,76.51780809804566,residential,"LINESTRING (76.928599 8.5242532, 76.927923 8.5244163)",17422
7509364529,7509364528,76.51780809804566,residential,"LINESTRING (76.927923 8.5244163, 76.928599 8.5242532)",17423
7509364529,4648645050,103.41264996960086,residential,"LINESTRING (76.927923 8.5244163, 76.9279107 8.5244142, 76.9278966 8.5244155, 76.9278495 8.5244253, 76.9277281 8.5244459, 76.9276695 8.5244459, 76.9276082 8.5244405, 76.9274705 8.5243842, 76.927347 8.5242998, 76.92711 8.5240825)",17424
7509364529,6953328590,54.96522760613653,residential,"LINESTRING (76.927923 8.5244163, 76.9279335 8.5244256, 76.9279387 8.5244376, 76.9279789 8.5246089, 76.9280127 8.524694, 76.9280505 8.524755, 76.9280827 8.5247987, 76.9281471 8.5248372)",17425
7509364542,7010491416,15.669705295018568,residential,"LINESTRING (76.9279974 8.5258283, 76.9279915 8.5256875)",17426
7509364542,7010491420,143.52451703712447,residential,"LINESTRING (76.9279974 8.5258283, 76.9280076 8.5260261, 76.9281095 8.526637, 76.9282155 8.5269831, 76.9282106 8.5270949)",17427
7509364542,5702091056,50.266349197817185,residential,"LINESTRING (76.9279974 8.5258283, 76.9281363 8.5258093, 76.9284516 8.5258406)",17428
7509364545,7010491416,26.48021505935456,residential,"LINESTRING (76.9280044 8.5254497, 76.9279915 8.5256875)",17429
7509364545,13611107578,55.881213921691696,residential,"LINESTRING (76.9280044 8.5254497, 76.9275026 8.525529)",17430
7509364545,6953328590,69.94718344444621,residential,"LINESTRING (76.9280044 8.5254497, 76.9280261 8.5253901, 76.92804 8.5253241, 76.9281471 8.5248372)",17431
7509364555,7010491400,131.76859186460774,residential,"LINESTRING (76.9263333 8.5255862, 76.9264412 8.5260216, 76.926413 8.5263624, 76.9264399 8.5267563)",17432
7509364555,7010491416,194.4011013413889,residential,"LINESTRING (76.9263333 8.5255862, 76.9269915 8.5255377, 76.9272481 8.5256004, 76.9273792 8.5257801, 76.9279915 8.5256875)",17433
7509364555,7509364557,73.88619211407998,residential,"LINESTRING (76.9263333 8.5255862, 76.9261177 8.5256381, 76.9259605 8.5256526, 76.9259103 8.5256649, 76.9256837 8.5257443)",17434
7509364557,7509364555,73.88619211407998,residential,"LINESTRING (76.9256837 8.5257443, 76.9259103 8.5256649, 76.9259605 8.5256526, 76.9261177 8.5256381, 76.9263333 8.5255862)",17435
7509364570,6978696999,87.87309804448265,residential,"LINESTRING (76.9401809 8.5372467, 76.9402505 8.5372453, 76.940325 8.5372437, 76.9403913 8.5372381, 76.9404321 8.5371735, 76.9405037 8.5370041, 76.9405864 8.5366925)",17436
7509364570,12082138037,114.46640064502411,residential,"LINESTRING (76.9401809 8.5372467, 76.940209 8.5374632, 76.940169 8.5375107, 76.9400259 8.5375428, 76.9399635 8.5375547, 76.9399394 8.537586, 76.9399394 8.5376237, 76.9399582 8.5376635, 76.9399548 8.5376887, 76.9399334 8.537711, 76.9398187 8.537757, 76.939593 8.5378501)",17437
7509364570,9285446794,82.14362226458759,residential,"LINESTRING (76.9401809 8.5372467, 76.9401541 8.5372191, 76.9401313 8.5371658, 76.940122 8.5370976, 76.9401218 8.5370547, 76.9401347 8.5369995, 76.9401236 8.5368668, 76.9401461 8.5367208, 76.9402181 8.536541)",17438
7509364588,7509364589,53.86736868348279,residential,"LINESTRING (76.9383629 8.5281697, 76.9388517 8.5282015)",17439
7509364589,7509364588,53.86736868348279,residential,"LINESTRING (76.9388517 8.5282015, 76.9383629 8.5281697)",17440
7509364589,6965816432,43.10195716035392,primary,"LINESTRING (76.9388517 8.5282015, 76.9387891 8.5284408, 76.9387453 8.5285744)",17441
7509364614,6970735386,108.62321680008709,residential,"LINESTRING (76.9317254 8.5364323, 76.9317785 8.5364401, 76.9318504 8.5364506, 76.9318728 8.5364508, 76.9318786 8.5364501, 76.931883 8.5364486, 76.9318872 8.5364464, 76.9318906 8.5364437, 76.9319411 8.5363956, 76.9320175 8.5363041, 76.932047 8.5362845, 76.9320792 8.5362756, 76.932114 8.5362687, 76.9321489 8.5362617, 76.9323152 8.5362842, 76.9324051 8.5363054, 76.93263 8.536348)",17442
7509364614,6956850090,51.5478868200912,residential,"LINESTRING (76.9317254 8.5364323, 76.9315937 8.5364009, 76.9312779 8.5362955)",17443
7509364614,7509364616,31.45721895434798,residential,"LINESTRING (76.9317254 8.5364323, 76.9317674 8.5362777, 76.9317965 8.5361583)",17444
7509364614,7509364622,58.49428024657786,residential,"LINESTRING (76.9317254 8.5364323, 76.931716 8.536479, 76.931686 8.5366312, 76.9316833 8.5366802, 76.9316857 8.5367076, 76.9316868 8.53672, 76.9316895 8.536731, 76.931739 8.536829, 76.9317502 8.5368452, 76.9317614 8.5368577, 76.9318099 8.5369054, 76.9318146 8.5369137)",17445
7509364616,7509364614,31.45721895434798,residential,"LINESTRING (76.9317965 8.5361583, 76.9317674 8.5362777, 76.9317254 8.5364323)",17446
7509364622,12082121303,45.12647842832396,residential,"LINESTRING (76.9318146 8.5369137, 76.9321906 8.5370763)",17447
7509364622,7509364614,58.49428024657785,residential,"LINESTRING (76.9318146 8.5369137, 76.9318099 8.5369054, 76.9317614 8.5368577, 76.9317502 8.5368452, 76.931739 8.536829, 76.9316895 8.536731, 76.9316868 8.53672, 76.9316857 8.5367076, 76.9316833 8.5366802, 76.931686 8.5366312, 76.931716 8.536479, 76.9317254 8.5364323)",17448
7509364622,6952971218,97.32448861651363,residential,"LINESTRING (76.9318146 8.5369137, 76.9318172 8.5369219, 76.9318168 8.5369389, 76.9318145 8.5369524, 76.9318094 8.5369652, 76.9316851 8.5372396, 76.9315536 8.5375017, 76.9314489 8.5377059)",17449
7509364650,12082121307,131.54123271632736,residential,"LINESTRING (76.9300154 8.5340643, 76.930175 8.5341191, 76.9304263 8.5342523, 76.9304999 8.5340647, 76.9307217 8.5341333, 76.9309004 8.5341622, 76.9310247 8.5341771)",17450
7509364655,6978490814,11.474211960687981,residential,"LINESTRING (76.9317289 8.5341964, 76.93176 8.5340979)",17451
7509364655,7543830349,38.297215837084075,residential,"LINESTRING (76.9317289 8.5341964, 76.9316556 8.5345331)",17452
7509364655,11224836982,22.10162818647508,residential,"LINESTRING (76.9317289 8.5341964, 76.9315299 8.5341685)",17453
7509364656,6970723320,74.21653894106926,residential,"LINESTRING (76.9303973 8.5333779, 76.9310722 8.5333825)",17454
7509364663,6978490814,70.90215861243868,residential,"LINESTRING (76.9322968 8.5342707, 76.9322896 8.5341993, 76.9322677 8.5341459, 76.9321785 8.5341153, 76.9321207 8.5341048, 76.9320059 8.5341028, 76.93176 8.5340979)",17455
7509364674,7509364694,19.778304892621865,residential,"LINESTRING (76.9343059 8.5344151, 76.9341271 8.5343958)",17456
7509364674,7509364701,38.3812539583257,residential,"LINESTRING (76.9343059 8.5344151, 76.9343118 8.5344051, 76.934334 8.5343694, 76.9343421 8.5343495, 76.934344 8.5343273, 76.9343479 8.5342876, 76.9343614 8.5342773, 76.9343859 8.5342637, 76.9344279 8.5342665, 76.9345062 8.5342765, 76.9345501 8.5342816)",17457
7509364674,7509364702,90.58530172053268,residential,"LINESTRING (76.9343059 8.5344151, 76.9342746 8.5348863, 76.9342528 8.5350529, 76.9344218 8.5351029)",17458
7509364682,7509364694,64.71446367795785,residential,"LINESTRING (76.9336318 8.53443, 76.9340517 8.5345163, 76.9340674 8.5345163, 76.9340821 8.5344984, 76.9340976 8.5344182, 76.934113 8.5344016, 76.9341271 8.5343958)",17459
7509364694,7509364674,19.778304892621865,residential,"LINESTRING (76.9341271 8.5343958, 76.9343059 8.5344151)",17460
7509364694,7509364682,64.71446367795784,residential,"LINESTRING (76.9341271 8.5343958, 76.934113 8.5344016, 76.9340976 8.5344182, 76.9340821 8.5344984, 76.9340674 8.5345163, 76.9340517 8.5345163, 76.9336318 8.53443)",17461
7509364694,12082138034,127.22207158989707,residential,"LINESTRING (76.9341271 8.5343958, 76.9341547 8.5342744, 76.9341851 8.533868, 76.9343695 8.5338148, 76.9347955 8.5338431)",17462
7509364701,7509364702,92.40786659515928,residential,"LINESTRING (76.9345501 8.5342816, 76.9344218 8.5351029)",17463
7509364701,7509364674,38.3812539583257,residential,"LINESTRING (76.9345501 8.5342816, 76.9345062 8.5342765, 76.9344279 8.5342665, 76.9343859 8.5342637, 76.9343614 8.5342773, 76.9343479 8.5342876, 76.934344 8.5343273, 76.9343421 8.5343495, 76.934334 8.5343694, 76.9343118 8.5344051, 76.9343059 8.5344151)",17464
7509364701,6181137553,21.084663667285177,residential,"LINESTRING (76.9345501 8.5342816, 76.9346266 8.5342865, 76.9346919 8.5342891, 76.9347386 8.5342722)",17465
7509364702,7509364701,92.40786659515928,residential,"LINESTRING (76.9344218 8.5351029, 76.9345501 8.5342816)",17466
7509364702,6989075538,57.94277176758986,residential,"LINESTRING (76.9344218 8.5351029, 76.9343916 8.5353122, 76.9344091 8.5353391, 76.934573 8.5353978, 76.9345776 8.535503)",17467
7509364702,7509364674,90.58530172053268,residential,"LINESTRING (76.9344218 8.5351029, 76.9342528 8.5350529, 76.9342746 8.5348863, 76.9343059 8.5344151)",17468
7509364704,12082138035,30.325252229653064,residential,"LINESTRING (76.9372341 8.5362962, 76.9374843 8.5364109)",17469
7509364704,6801421893,246.41791019064107,residential,"LINESTRING (76.9372341 8.5362962, 76.9372394 8.5362649, 76.9372557 8.5361726, 76.9372744 8.5360502, 76.9372907 8.5358839, 76.9373071 8.5357015, 76.9373094 8.5356091, 76.9373094 8.5355237, 76.9373328 8.5354129, 76.9373468 8.535332, 76.9373608 8.5353066, 76.9373701 8.5352674, 76.9373631 8.5352351, 76.9373351 8.5351912, 76.9373001 8.5351635, 76.937265 8.5351173, 76.937223 8.5350619, 76.9372183 8.5350157, 76.9372347 8.5349603, 76.9372954 8.5349187, 76.9373561 8.5348748, 76.9373795 8.5348541, 76.9373935 8.5348263, 76.9373935 8.5348056, 76.9373654 8.5347755, 76.9373444 8.5347501, 76.9373304 8.5347224, 76.9373141 8.534697, 76.9372954 8.5346508, 76.9372791 8.5346301, 76.9372487 8.5345862, 76.9372043 8.5345562, 76.9371436 8.5345123, 76.9371086 8.5344707, 76.9370852 8.5344453, 76.9370759 8.5344246, 76.9370946 8.5343992, 76.9371323 8.5343665)",17470
7509364704,6801348955,108.351561944027,residential,"LINESTRING (76.9372341 8.5362962, 76.9372284 8.5363088, 76.9372226 8.5363213, 76.9372113 8.5363309, 76.9371962 8.5363366, 76.9370887 8.5363331, 76.9369393 8.536318, 76.9367618 8.5363126, 76.9365123 8.5363204, 76.9363924 8.536323, 76.9362967 8.5362489)",17471
7509364707,9285288098,12.320404040854875,residential,"LINESTRING (76.9358181 8.5362616, 76.9359301 8.5362586)",17472
7509364712,7494640770,30.073010366916936,residential,"LINESTRING (76.9349035 8.5364592, 76.9350957 8.5362668)",17473
7509364721,7509364723,67.57120058640575,residential,"LINESTRING (76.9373941 8.5316287, 76.9375188 8.5316725, 76.9379761 8.5318236)",17474
7509364723,7509364725,90.59608274855992,residential,"LINESTRING (76.9379761 8.5318236, 76.9382498 8.5319789, 76.9386287 8.532314)",17475
7509364723,7509364721,67.57120058640575,residential,"LINESTRING (76.9379761 8.5318236, 76.9375188 8.5316725, 76.9373941 8.5316287)",17476
7509364723,7543830362,129.5992698700279,residential,"LINESTRING (76.9379761 8.5318236, 76.9381052 8.5315827, 76.9381084 8.5315721, 76.9381086 8.5315617, 76.9381055 8.5315504, 76.9380985 8.5315384, 76.9380917 8.5315326, 76.9380823 8.5315267, 76.9380636 8.5315182, 76.9373278 8.5311725)",17477
7509364725,8865133892,4.994743310745864,residential,"LINESTRING (76.9386287 8.532314, 76.9386477 8.5322732)",17478
7509364725,8865133880,53.26977236367132,residential,"LINESTRING (76.9386287 8.532314, 76.938579 8.5323928, 76.9384818 8.532519, 76.9384392 8.5325765, 76.9383545 8.5326801, 76.9383406 8.5326986)",17479
7509364725,7509364723,90.59608274855992,residential,"LINESTRING (76.9386287 8.532314, 76.9382498 8.5319789, 76.9379761 8.5318236)",17480
7509364741,7509364742,29.85979800441026,residential,"LINESTRING (76.9379714 8.5305836, 76.93795 8.5308513)",17481
7509364741,7526734121,85.86331974622213,residential,"LINESTRING (76.9379714 8.5305836, 76.937934 8.5298123)",17482
7509364741,12082138070,40.75473274257271,residential,"LINESTRING (76.9379714 8.5305836, 76.9382064 8.5305888, 76.9382688 8.5306003, 76.9382891 8.5306687)",17483
7509364742,7509364741,29.85979800441026,residential,"LINESTRING (76.93795 8.5308513, 76.9379714 8.5305836)",17484
7509364744,12082138076,38.612380563944726,residential,"LINESTRING (76.9354594 8.5316605, 76.9357138 8.5316677, 76.9358104 8.5316701)",17485
7509364755,5702089370,166.47563754883075,residential,"LINESTRING (76.9358355 8.5309138, 76.9359092 8.5303183, 76.9359124 8.5294211)",17486
7509364756,7509364757,114.72531101356604,residential,"LINESTRING (76.9354877 8.5303417, 76.935539 8.5293112)",17487
7509364757,5702089370,42.84092476003045,secondary,"LINESTRING (76.935539 8.5293112, 76.9359124 8.5294211)",17488
7509364757,7509364756,114.72531101356604,residential,"LINESTRING (76.935539 8.5293112, 76.9354877 8.5303417)",17489
7509364757,5702089372,38.81253521550488,secondary,"LINESTRING (76.935539 8.5293112, 76.9354754 8.5292849, 76.9352128 8.5291779)",17490
7509364772,6965816428,145.49577439768345,residential,"LINESTRING (76.9365608 8.5277519, 76.9366605 8.5278055, 76.9367487 8.5278491, 76.9368619 8.5279004, 76.9369209 8.5279429, 76.9369787 8.5279937, 76.9370639 8.528043, 76.9373959 8.5281847, 76.9375268 8.5282417, 76.9376476 8.5282945, 76.9377416 8.5283304)",17491
7509364779,12082121332,29.140986589043614,secondary,"LINESTRING (76.9314582 8.5296326, 76.9311932 8.5296336)",17492
7509364779,12082121331,122.73245924754731,residential,"LINESTRING (76.9314582 8.5296326, 76.9313536 8.5307315)",17493
7509364779,5702089362,48.0573253053026,secondary,"LINESTRING (76.9314582 8.5296326, 76.9315906 8.5296247, 76.9317208 8.5296203, 76.9318618 8.5296257, 76.9318948 8.5296259)",17494
7509364779,1863991607,355.4592605085809,residential,"LINESTRING (76.9314582 8.5296326, 76.9315881 8.5295724, 76.9316321 8.5295345, 76.9316486 8.529458, 76.9316685 8.528647, 76.9316764 8.5280593, 76.931674 8.5279817, 76.9316247 8.5279432, 76.9313969 8.5279422, 76.9313719 8.5279051, 76.9313564 8.5267949)",17495
7509364779,7509752227,167.92275070948392,residential,"LINESTRING (76.9314582 8.5296326, 76.931442 8.5295057, 76.9315278 8.5294796, 76.9315449 8.5293791, 76.9315529 8.5291388, 76.9310973 8.5291375, 76.9310839 8.5296379)",17496
7509364790,12082121339,22.81032583478801,residential,"LINESTRING (76.9313313 8.5315142, 76.9311244 8.5315289)",17497
7509364799,9285440163,2.157633033341619,residential,"LINESTRING (76.9343951 8.5267875, 76.9343955 8.5267681)",17498
7509364799,9285440162,47.553214942804495,residential,"LINESTRING (76.9343951 8.5267875, 76.934378 8.5271013, 76.9343783 8.5272147)",17499
7509364799,6967997078,182.89975824556262,residential,"LINESTRING (76.9343951 8.5267875, 76.9338183 8.5268052, 76.9337985 8.5270242, 76.9336875 8.5278714)",17500
7509364801,7509364802,39.97189731113028,residential,"LINESTRING (76.932561 8.5256686, 76.9327122 8.5259955)",17501
7509364801,6956945018,34.74796717047326,residential,"LINESTRING (76.932561 8.5256686, 76.9323903 8.5256568, 76.9322596 8.5257186)",17502
7509364801,12082161353,26.214612562417685,residential,"LINESTRING (76.932561 8.5256686, 76.9326223 8.5256555, 76.932784 8.5255876)",17503
7509364802,7509364801,39.97189731113028,residential,"LINESTRING (76.9327122 8.5259955, 76.932561 8.5256686)",17504
7509364807,12082122757,40.87702639613402,residential,"LINESTRING (76.9304371 8.5258315, 76.9304586 8.5254645)",17505
7509364807,1863991465,116.85079239853872,residential,"LINESTRING (76.9304371 8.5258315, 76.9307746 8.5258752, 76.9308956 8.5258946, 76.9310573 8.5259324, 76.9314772 8.5260389)",17506
7509364807,13055782872,146.83323849367224,residential,"LINESTRING (76.9304371 8.5258315, 76.9304466 8.5259357, 76.9304554 8.5259641, 76.9305624 8.5261084, 76.9306321 8.5262225, 76.9306924 8.5263381, 76.9307925 8.5266146, 76.9307967 8.5266234, 76.9308043 8.5266293, 76.9308134 8.5266306, 76.9309017 8.5265908, 76.9309152 8.5265888, 76.9309279 8.5265943, 76.9309407 8.5266055, 76.9311036 8.5268366)",17507
7509430074,7509430075,108.95771990384203,residential,"LINESTRING (76.9316294 8.4841382, 76.9325691 8.4844486)",17508
7509430075,3509271322,6.814808360322211,tertiary,"LINESTRING (76.9325691 8.4844486, 76.9326116 8.484404)",17509
7509430075,7509430074,108.95771990384203,residential,"LINESTRING (76.9325691 8.4844486, 76.9316294 8.4841382)",17510
7509430075,7509460657,44.969041936415564,tertiary,"LINESTRING (76.9325691 8.4844486, 76.9324115 8.4846538, 76.9323084 8.4847593)",17511
7509430081,7013106335,135.23154952211198,residential,"LINESTRING (76.9315033 8.4839285, 76.9316897 8.4839859, 76.9319148 8.484053, 76.9319535 8.4840506, 76.9319898 8.4840362, 76.9320251 8.4840303, 76.9320576 8.484037, 76.9326894 8.4841979)",17512
7509460590,6968337286,180.2866172656884,residential,"LINESTRING (76.9242696 8.4923096, 76.9245527 8.4923817, 76.9246608 8.4924173, 76.9247319 8.4924611, 76.924812 8.4925437, 76.924879 8.4925956, 76.9252716 8.4927784, 76.9253402 8.4928226, 76.9253728 8.4928735, 76.9253735 8.492943, 76.9253441 8.4930195, 76.9252511 8.4932153)",17513
7509460601,6986618133,66.02102331428618,residential,"LINESTRING (76.9247924 8.4912825, 76.9248534 8.4913212, 76.925017 8.4913989, 76.9253147 8.491574)",17514
7509460601,7509460603,93.90920385756246,residential,"LINESTRING (76.9247924 8.4912825, 76.9247233 8.4913686, 76.9245986 8.4916023, 76.9245619 8.4916942, 76.9245068 8.4918384, 76.9245087 8.4918589, 76.9245446 8.491882, 76.9245884 8.4919057, 76.924691 8.491933)",17515
7509460601,9182055059,56.963311188773275,residential,"LINESTRING (76.9247924 8.4912825, 76.9248281 8.4912161, 76.9250709 8.4908509)",17516
7509460603,7509460601,93.90920385756245,residential,"LINESTRING (76.924691 8.491933, 76.9245884 8.4919057, 76.9245446 8.491882, 76.9245087 8.4918589, 76.9245068 8.4918384, 76.9245619 8.4916942, 76.9245986 8.4916023, 76.9247233 8.4913686, 76.9247924 8.4912825)",17517
7509460608,1700228543,7.938172842292909,tertiary,"LINESTRING (76.9277469 8.4907631, 76.9277015 8.4908186)",17518
7509460608,7016170636,117.94189676134664,tertiary,"LINESTRING (76.9277469 8.4907631, 76.9282965 8.4898523)",17519
7509460608,2451816691,87.58117198029898,residential,"LINESTRING (76.9277469 8.4907631, 76.9282533 8.4909597, 76.928477 8.4910752)",17520
7509460610,2451816756,64.39876620572223,residential,"LINESTRING (76.9310476 8.4896931, 76.9305371 8.4894094)",17521
7509460611,7509460612,29.24958303875965,residential,"LINESTRING (76.9294706 8.4895285, 76.9294007 8.4897823)",17522
7509460611,7509460617,27.60752740220393,residential,"LINESTRING (76.9294706 8.4895285, 76.9295516 8.4892935)",17523
7509460611,2451816688,102.96774159955552,residential,"LINESTRING (76.9294706 8.4895285, 76.9296831 8.4895758, 76.9304014 8.4895905)",17524
7509460612,2451816661,52.101045219944986,residential,"LINESTRING (76.9294007 8.4897823, 76.929836 8.4899672)",17525
7509460612,7509460611,29.24958303875965,residential,"LINESTRING (76.9294007 8.4897823, 76.9294706 8.4895285)",17526
7509460612,1137527858,169.4573065803203,residential,"LINESTRING (76.9294007 8.4897823, 76.9289117 8.4895911, 76.9288678 8.4895705, 76.928829 8.4895289, 76.9288263 8.489492, 76.928845 8.4894596, 76.9291526 8.4890084, 76.9291532 8.4889818, 76.9291383 8.4889394, 76.9289616 8.4888243)",17527
7509460617,7509460611,27.60752740220393,residential,"LINESTRING (76.9295516 8.4892935, 76.9294706 8.4895285)",17528
7509460623,12085429271,72.96026131134558,residential,"LINESTRING (76.9259587 8.4905167, 76.926259 8.490713, 76.9264573 8.4908257, 76.9265261 8.4908546)",17529
7509460648,7509460651,99.41493165756074,residential,"LINESTRING (76.9280919 8.484826, 76.9283831 8.4850459, 76.9284386 8.4850748, 76.9285957 8.4851255, 76.9286625 8.4851588, 76.9288493 8.4852995)",17530
7509460651,3509248725,131.70698407544484,tertiary,"LINESTRING (76.9288493 8.4852995, 76.9286808 8.4854749, 76.9284865 8.4856896, 76.9282002 8.4860042, 76.9280463 8.4861781)",17531
7509460651,7509460648,99.41493165756074,residential,"LINESTRING (76.9288493 8.4852995, 76.9286625 8.4851588, 76.9285957 8.4851255, 76.9284386 8.4850748, 76.9283831 8.4850459, 76.9280919 8.484826)",17532
7509460657,6978635115,70.46563785773222,tertiary,"LINESTRING (76.9323084 8.4847593, 76.9320616 8.4850524, 76.9318884 8.4852376)",17533
7509460657,7509430075,44.969041936415564,tertiary,"LINESTRING (76.9323084 8.4847593, 76.9324115 8.4846538, 76.9325691 8.4844486)",17534
7509460657,12085429336,115.71127203229862,residential,"LINESTRING (76.9323084 8.4847593, 76.9324712 8.4848245, 76.9325624 8.4848639, 76.9327106 8.4849206, 76.9329568 8.4850236, 76.9330981 8.4850962, 76.9331946 8.4851461, 76.9332641 8.4851903)",17535
7509460657,11080719280,240.1176216370756,residential,"LINESTRING (76.9323084 8.4847593, 76.9319111 8.4846578, 76.9314843 8.484528, 76.9313234 8.4844579, 76.930991 8.4843284, 76.9309101 8.484452, 76.9303442 8.4841469)",17536
7509460663,7013106335,14.739571434635998,tertiary,"LINESTRING (76.9327588 8.4840845, 76.9326894 8.4841979)",17537
7509460663,1137527445,45.25253029349945,tertiary,"LINESTRING (76.9327588 8.4840845, 76.9329222 8.483711)",17538
7509460663,12085429338,155.69473140574374,residential,"LINESTRING (76.9327588 8.4840845, 76.9331963 8.4842019, 76.9334894 8.4842518, 76.9336369 8.4843128, 76.9336052 8.48465, 76.9337635 8.4846871)",17539
7509460669,7509460673,36.88923068009343,residential,"LINESTRING (76.9338637 8.484611, 76.9338878 8.4846165, 76.9339572 8.4846225, 76.9340625 8.4846402, 76.9341961 8.4846529)",17540
7509460673,3509246596,66.19043557692586,residential,"LINESTRING (76.9341961 8.4846529, 76.9342269 8.4844655, 76.9342966 8.484066)",17541
7509460673,3509246593,34.97982643454834,residential,"LINESTRING (76.9341961 8.4846529, 76.9341826 8.4848164, 76.9341489 8.4849632)",17542
7509460673,7509460669,36.889230680093426,residential,"LINESTRING (76.9341961 8.4846529, 76.9340625 8.4846402, 76.9339572 8.4846225, 76.9338878 8.4846165, 76.9338637 8.484611)",17543
7509460678,5228054228,13.544565844658646,residential,"LINESTRING (76.9328754 8.4857979, 76.9328739 8.4856761)",17544
7509460678,5228054225,79.17919662312353,residential,"LINESTRING (76.9328754 8.4857979, 76.9328779 8.4860092, 76.9328831 8.486251, 76.9328814 8.4865099)",17545
7509460678,5228054655,127.11779488875334,residential,"LINESTRING (76.9328754 8.4857979, 76.9333119 8.4858244, 76.9333488 8.4858393, 76.9333723 8.4858692, 76.9333773 8.485909, 76.9333238 8.4864999)",17546
7509460679,3509249148,36.40776594842034,tertiary,"LINESTRING (76.9312135 8.4859554, 76.9310226 8.4862229)",17547
7509460679,3509248713,19.3315273783453,tertiary,"LINESTRING (76.9312135 8.4859554, 76.9313424 8.4858372)",17548
7509460679,7509460682,98.15609971624681,residential,"LINESTRING (76.9312135 8.4859554, 76.931408 8.4860823, 76.9317386 8.4862527, 76.9319977 8.4863741)",17549
7509460682,7509460679,98.15609971624681,residential,"LINESTRING (76.9319977 8.4863741, 76.9317386 8.4862527, 76.931408 8.4860823, 76.9312135 8.4859554)",17550
7509460700,2451816700,225.8060962520536,residential,"LINESTRING (76.9333033 8.4882664, 76.933046 8.4882644, 76.9329324 8.4882615, 76.9328986 8.4882684, 76.9328801 8.488284, 76.9328637 8.4883368, 76.9328388 8.4883476, 76.9328027 8.4883489, 76.9327395 8.4883484, 76.9325719 8.4883467, 76.9324866 8.4883553, 76.9324366 8.4883606, 76.9324177 8.4883449, 76.9324128 8.4883268, 76.932403 8.4882667, 76.9323646 8.4882334, 76.932314 8.4882176, 76.9316326 8.4882147, 76.9313873 8.4881885)",17551
7509460700,9872075160,54.7266402613399,residential,"LINESTRING (76.9333033 8.4882664, 76.93332 8.4881942, 76.9333506 8.4881417, 76.9334041 8.4881092, 76.9336994 8.4880649)",17552
