u,v,length,highway,geometry,edge_id
6975614918,5228112222,128.50531904584855,residential,"LINESTRING (76.9510612 8.558172, 76.9512147 8.5582157, 76.9513449 8.5582767, 76.9517867 8.5583616, 76.9521987 8.5584093)",9870
6975633337,12649562759,46.437047687089866,residential,"LINESTRING (76.9488788 8.5606588, 76.9485573 8.560388)",9871
6975633337,8863334612,53.76599035029022,residential,"LINESTRING (76.9488788 8.5606588, 76.949263 8.5603597)",9872
6975633337,12082171463,327.06098014342655,unclassified,"LINESTRING (76.9488788 8.5606588, 76.9491151 8.5608525, 76.9492709 8.5610206, 76.9494443 8.5611921, 76.9496566 8.5613146, 76.9498194 8.5614091, 76.9498654 8.5614686, 76.9498791 8.5615307, 76.9498761 8.5616016, 76.9498407 8.5616891, 76.9496918 8.5618692, 76.9497673 8.5620399, 76.9497602 8.5621764, 76.9496857 8.5623402, 76.9496312 8.5624362, 76.949601 8.5625964, 76.9495727 8.5628728, 76.9495616 8.5629669, 76.9495532 8.5630193)",9873
6975633342,2462551926,29.23728025854873,secondary,"LINESTRING (76.9512659 8.5598312, 76.9513694 8.5600734)",9874
6975633342,12082430827,112.91539001138207,secondary,"LINESTRING (76.9512659 8.5598312, 76.9512189 8.5597442, 76.9511156 8.5594664, 76.9509932 8.5591418, 76.950869 8.5588964)",9875
6975633342,6975633345,114.81506878645718,residential,"LINESTRING (76.9512659 8.5598312, 76.9509393 8.5599028, 76.950565 8.5599424, 76.9502418 8.5600226)",9876
6975633345,8863334612,114.52901962138289,residential,"LINESTRING (76.9502418 8.5600226, 76.9500145 8.5600936, 76.9494063 8.5602708, 76.949263 8.5603597)",9877
6975633345,6975633342,114.81506878645718,residential,"LINESTRING (76.9502418 8.5600226, 76.950565 8.5599424, 76.9509393 8.5599028, 76.9512659 8.5598312)",9878
6975633345,6975633348,37.603382744014034,residential,"LINESTRING (76.9502418 8.5600226, 76.9502377 8.5599305, 76.950215 8.5597886, 76.9502082 8.5596865)",9879
6975633348,12082175198,5.510617386846022,residential,"LINESTRING (76.9502082 8.5596865, 76.9502042 8.5596371)",9880
6975633348,12082175199,21.794108523501453,residential,"LINESTRING (76.9502082 8.5596865, 76.9504064 8.5596881)",9881
6975633348,6975633345,37.60338274401404,residential,"LINESTRING (76.9502082 8.5596865, 76.950215 8.5597886, 76.9502377 8.5599305, 76.9502418 8.5600226)",9882
6975633355,2462551839,4.775507702368686,secondary,"LINESTRING (76.9499409 8.5579091, 76.9499283 8.557868)",9883
6975633355,6975635321,72.90606454023171,secondary,"LINESTRING (76.9499409 8.5579091, 76.9500479 8.5580395, 76.9501325 8.5581236, 76.9503259 8.5582694, 76.9504237 8.5583542)",9884
6975633355,7010129064,45.3927560722618,residential,"LINESTRING (76.9499409 8.5579091, 76.9499293 8.5579757, 76.9500212 8.558304)",9885
6975635321,6975633355,72.90606454023171,secondary,"LINESTRING (76.9504237 8.5583542, 76.9503259 8.5582694, 76.9501325 8.5581236, 76.9500479 8.5580395, 76.9499409 8.5579091)",9886
6975635321,12082175220,34.83906335010481,secondary,"LINESTRING (76.9504237 8.5583542, 76.9506357 8.5585453, 76.9506533 8.5585693)",9887
6975635321,6975635329,83.18261082403873,residential,"LINESTRING (76.9504237 8.5583542, 76.9504557 8.558296, 76.950516 8.5582144, 76.9505864 8.5581282, 76.9506676 8.5579936, 76.950691 8.5579087, 76.9507018 8.5578219, 76.950742 8.5577449, 76.9507902 8.5577264)",9888
6975635329,6978679142,40.2543786014566,residential,"LINESTRING (76.9507902 8.5577264, 76.9508439 8.5573683)",9889
6975635329,6975635321,83.18261082403873,residential,"LINESTRING (76.9507902 8.5577264, 76.950742 8.5577449, 76.9507018 8.5578219, 76.950691 8.5579087, 76.9506676 8.5579936, 76.9505864 8.5581282, 76.950516 8.5582144, 76.9504557 8.558296, 76.9504237 8.5583542)",9890
6975635329,6975635333,112.18447703607669,residential,"LINESTRING (76.9507902 8.5577264, 76.951021 8.5577423, 76.9512892 8.5578086, 76.9515145 8.5578404, 76.9517961 8.5578829)",9891
6975635333,6975635329,112.18447703607669,residential,"LINESTRING (76.9517961 8.5578829, 76.9515145 8.5578404, 76.9512892 8.5578086, 76.951021 8.5577423, 76.9507902 8.5577264)",9892
6975637311,6975637312,59.28941571561648,residential,"LINESTRING (76.9714978 8.5441908, 76.9714446 8.5436602)",9893
6975637311,6975637313,92.64495218932981,residential,"LINESTRING (76.9714978 8.5441908, 76.9717692 8.5444326, 76.9718993 8.5445519, 76.972032 8.5446673, 76.9721204 8.544752)",9894
6975637311,3186195780,124.41672829855776,residential,"LINESTRING (76.9714978 8.5441908, 76.9713052 8.5440864, 76.9708251 8.5438517, 76.970473 8.5437205)",9895
6975637312,3186195780,107.04843544895677,residential,"LINESTRING (76.9714446 8.5436602, 76.970473 8.5437205)",9896
6975637312,6975637311,59.28941571561648,residential,"LINESTRING (76.9714446 8.5436602, 76.9714978 8.5441908)",9897
6975637312,3186195782,44.390425030662826,residential,"LINESTRING (76.9714446 8.5436602, 76.9715891 8.5436512, 76.9718416 8.5437078)",9898
6975637313,6975637311,92.64495218932981,residential,"LINESTRING (76.9721204 8.544752, 76.972032 8.5446673, 76.9718993 8.5445519, 76.9717692 8.5444326, 76.9714978 8.5441908)",9899
6975660512,6975660515,45.90187064211157,residential,"LINESTRING (76.9011614 8.5609887, 76.9010527 8.5608734, 76.9009575 8.5607938, 76.9008422 8.5607275)",9900
6975660515,6975660512,45.90187064211157,residential,"LINESTRING (76.9008422 8.5607275, 76.9009575 8.5607938, 76.9010527 8.5608734, 76.9011614 8.5609887)",9901
6975660515,1669615902,101.78881268403082,primary,"LINESTRING (76.9008422 8.5607275, 76.9009593 8.5605033, 76.9010838 8.560357, 76.9012589 8.5602337, 76.9014874 8.5601065)",9902
6975660515,12074496761,88.43344997218085,primary,"LINESTRING (76.9008422 8.5607275, 76.9007372 8.560883, 76.9005216 8.5610369, 76.9002525 8.5611279, 76.9001877 8.5611249)",9903
6975679862,6975679863,47.807444711218906,residential,"LINESTRING (76.9356398 8.5116948, 76.9352067 8.5116576)",9904
6975679863,6975679862,47.807444711218906,residential,"LINESTRING (76.9352067 8.5116576, 76.9356398 8.5116948)",9905
6975679863,12084361332,114.34656509298463,residential,"LINESTRING (76.9352067 8.5116576, 76.9351758 8.5117027, 76.935115 8.511756, 76.9350149 8.5118327, 76.9349934 8.5118698, 76.9349626 8.5120449, 76.9349331 8.5123142, 76.9349223 8.5125237, 76.9349246 8.5125908)",9906
6975679863,7505433028,48.1814474352696,residential,"LINESTRING (76.9352067 8.5116576, 76.9352141 8.5115194, 76.9351802 8.5112264)",9907
6975679872,6975679873,52.65101332635407,residential,"LINESTRING (76.9344784 8.5132147, 76.9349532 8.5131538)",9908
6975679873,6975679872,52.65101332635407,residential,"LINESTRING (76.9349532 8.5131538, 76.9344784 8.5132147)",9909
6975679873,7013260336,25.453129887713647,residential,"LINESTRING (76.9349532 8.5131538, 76.934983 8.5133808)",9910
6975679873,7589063452,30.450640731138186,residential,"LINESTRING (76.9349532 8.5131538, 76.9349585 8.5129614, 76.9349496 8.5128805)",9911
6975683744,12086417357,27.637396445746518,residential,"LINESTRING (76.9760883 8.5372681, 76.9760186 8.5370293)",9912
6975683744,12086417313,227.20880956454332,residential,"LINESTRING (76.9760883 8.5372681, 76.9761089 8.5373387, 76.9764859 8.5380231, 76.9765383 8.5380482, 76.9765867 8.5380729, 76.9766532 8.5381046, 76.9767092 8.5381964, 76.9766352 8.5382391, 76.9765062 8.5382765, 76.9763956 8.5383649, 76.9762812 8.538451, 76.9761734 8.5385236, 76.9761072 8.5385837, 76.9760236 8.5386437, 76.9759585 8.5386884)",9913
6975683744,7544042087,96.92191728842378,residential,"LINESTRING (76.9760883 8.5372681, 76.9754851 8.5373212, 76.9754018 8.5373572, 76.9753325 8.5374487, 76.9753021 8.5375103)",9914
6975683767,12086413534,67.84722226293245,residential,"LINESTRING (76.972193 8.5396927, 76.9724946 8.540225)",9915
6975683767,7518164761,24.87898328709821,residential,"LINESTRING (76.972193 8.5396927, 76.9722021 8.5396609, 76.9722385 8.539572, 76.9722807 8.5394869)",9916
6975683767,7496793067,38.26127863338789,residential,"LINESTRING (76.972193 8.5396927, 76.9720749 8.539812, 76.9719202 8.5399013)",9917
6975705259,6975705260,20.82702703950031,residential,"LINESTRING (76.9518833 8.5348174, 76.9516969 8.5347842)",9918
6975705260,6975705259,20.82702703950031,residential,"LINESTRING (76.9516969 8.5347842, 76.9518833 8.5348174)",9919
6975705260,12082446254,90.61424453831799,residential,"LINESTRING (76.9516969 8.5347842, 76.9516057 8.5347683, 76.9515306 8.5347696, 76.9514823 8.5347908, 76.9513847 8.5348769, 76.9512987 8.5350875, 76.9511661 8.5352889)",9920
6975705260,12082446259,31.85941003886232,residential,"LINESTRING (76.9516969 8.5347842, 76.951673 8.5345515, 76.9516715 8.5344989)",9921
6975705270,2444610565,28.842063682657468,residential,"LINESTRING (76.9517424 8.5336589, 76.9516736 8.5334086)",9922
6975705270,12082446260,42.38073872299834,residential,"LINESTRING (76.9517424 8.5336589, 76.9517109 8.5337218, 76.951662 8.5338094, 76.9516298 8.5338877, 76.9516191 8.5339221, 76.9516446 8.5339659, 76.95166 8.5340027)",9923
6975705270,12082446267,51.70494133622838,residential,"LINESTRING (76.9517424 8.5336589, 76.9518635 8.5336484, 76.9522117 8.5336312)",9924
6975713910,12074509237,47.50301606551003,residential,"LINESTRING (76.9138048 8.5521168, 76.9140807 8.5520985, 76.9141999 8.5520888, 76.9142351 8.5520819)",9925
6975713918,2101594601,15.89718342915515,residential,"LINESTRING (76.9144078 8.5513377, 76.914548 8.5513028)",9926
6975713918,12074509237,106.67601825692995,residential,"LINESTRING (76.9144078 8.5513377, 76.9144088 8.551431, 76.9144852 8.5516273, 76.9145456 8.5518076, 76.9145436 8.5519183, 76.9145178 8.5519539, 76.9144124 8.5520069, 76.9143252 8.5520641, 76.9142351 8.5520819)",9927
6975713918,6975713919,62.79456959330312,residential,"LINESTRING (76.9144078 8.5513377, 76.9142827 8.5513302, 76.9139324 8.5512134, 76.9138588 8.5511944)",9928
6975713919,6975713918,62.79456959330312,residential,"LINESTRING (76.9138588 8.5511944, 76.9139324 8.5512134, 76.9142827 8.5513302, 76.9144078 8.5513377)",9929
6975724167,6975724168,93.81254165494857,residential,"LINESTRING (76.9121356 8.5555647, 76.9112855 8.5556362)",9930
6975724168,6975724167,93.81254165494857,residential,"LINESTRING (76.9112855 8.5556362, 76.9121356 8.5555647)",9931
6975724168,7458994825,63.03539336839624,residential,"LINESTRING (76.9112855 8.5556362, 76.9111663 8.5561907)",9932
6975724168,12074509189,61.00663849083442,residential,"LINESTRING (76.9112855 8.5556362, 76.9112787 8.5555753, 76.9112867 8.5554984, 76.9113068 8.5554228, 76.911331 8.5553552, 76.9113685 8.5552544, 76.9114061 8.5551523, 76.9114076 8.5551082)",9933
6975724170,7458994825,28.116945368292544,residential,"LINESTRING (76.9111164 8.5564387, 76.9111663 8.5561907)",9934
6975724170,7462796662,62.23177719269016,residential,"LINESTRING (76.9111164 8.5564387, 76.9111065 8.5565065, 76.9110932 8.556619, 76.9110685 8.5567015, 76.911042 8.5567953, 76.9110135 8.5568778, 76.9109813 8.5569435, 76.9109661 8.5569743)",9935
6975724170,6975724175,185.41148121573423,residential,"LINESTRING (76.9111164 8.5564387, 76.9110672 8.5564346, 76.9110117 8.556424, 76.9107624 8.5564122, 76.9104257 8.5563962, 76.9098732 8.5563644, 76.9094346 8.5563273)",9936
6975724175,6975724170,185.4114812157342,residential,"LINESTRING (76.9094346 8.5563273, 76.9098732 8.5563644, 76.9104257 8.5563962, 76.9107624 8.5564122, 76.9110117 8.556424, 76.9110672 8.5564346, 76.9111164 8.5564387)",9937
6975724175,1693143944,87.59409381109627,residential,"LINESTRING (76.9094346 8.5563273, 76.9091262 8.5563047, 76.90865 8.5562021)",9938
6975724175,12074509170,78.06316852641356,residential,"LINESTRING (76.9094346 8.5563273, 76.9094906 8.5563866, 76.9094995 8.5565487, 76.9095463 8.5566874, 76.9096154 8.5567517, 76.9096825 8.5568141, 76.9097759 8.5569019)",9939
6975752276,7509752248,39.64293941104405,residential,"LINESTRING (76.9330917 8.5319553, 76.9331025 8.5317955, 76.9331095 8.5317112, 76.9331246 8.5316784, 76.9331454 8.5316483, 76.9331671 8.5316154)",9940
6975771047,9825085470,232.36099491214463,residential,"LINESTRING (76.9378225 8.552511, 76.9377601 8.5524986, 76.937618 8.5524601, 76.9374704 8.5524574, 76.9373055 8.5524959, 76.9371658 8.5525277, 76.9370909 8.5525503, 76.9370248 8.5525545, 76.9369332 8.5525103, 76.9368893 8.5524995, 76.9367705 8.552491, 76.9364158 8.5525715, 76.9362526 8.5526358, 76.9361172 8.5527114, 76.9358565 8.5529208)",9941
6975771047,12082121551,38.2502031945874,residential,"LINESTRING (76.9378225 8.552511, 76.9379184 8.5524747, 76.9379902 8.5524538, 76.9380117 8.5524596, 76.9380271 8.552473, 76.9380378 8.5524853, 76.9380424 8.5525006, 76.9380431 8.5525238, 76.938043 8.5525615, 76.9380392 8.5525943)",9942
6975771047,7505191519,363.0151083940947,residential,"LINESTRING (76.9378225 8.552511, 76.9373524 8.5526577, 76.9369233 8.5528526, 76.9363868 8.553098, 76.9361106 8.5532359, 76.9360381 8.5532863, 76.9359925 8.5533526, 76.9359845 8.5534189, 76.9360355 8.5535701, 76.9360824 8.5536523, 76.9361454 8.5537505, 76.936183 8.5538022, 76.9362313 8.553842, 76.9362902 8.5538619, 76.9363935 8.5538724, 76.9366698 8.5538924, 76.9367247 8.5541375)",9943
6975777999,12082138082,29.122866844225022,residential,"LINESTRING (76.9320081 8.5304633, 76.9320157 8.5302015)",9944
6975777999,12082138083,32.11667348958902,residential,"LINESTRING (76.9320081 8.5304633, 76.9320618 8.5304977, 76.9321395 8.5305315, 76.9321587 8.5305364, 76.9322056 8.5305482, 76.9322795 8.5305607)",9945
6975777999,6975778001,25.24456516686852,residential,"LINESTRING (76.9320081 8.5304633, 76.9319491 8.5304593, 76.9317788 8.5304659)",9946
6975778001,12082138092,242.19351311328597,residential,"LINESTRING (76.9317788 8.5304659, 76.9317681 8.5306012, 76.931752 8.5307603, 76.9317735 8.5309155, 76.9319109 8.5313042, 76.9319277 8.5313306, 76.9319504 8.5313485, 76.9319821 8.531352, 76.9320151 8.5313549, 76.9320692 8.5313539, 76.9320847 8.5313586, 76.9320993 8.5313711, 76.9321107 8.5313936, 76.9321127 8.5314195, 76.9320712 8.5317988, 76.9324279 8.5318439, 76.9327363 8.531914)",9947
6975778001,6975777999,25.24456516686852,residential,"LINESTRING (76.9317788 8.5304659, 76.9319491 8.5304593, 76.9320081 8.5304633)",9948
6975778001,6975778007,106.13963133309576,residential,"LINESTRING (76.9317788 8.5304659, 76.9317801 8.5303028, 76.9318271 8.5299951, 76.931874 8.5298333, 76.9319464 8.5297908, 76.9320591 8.5297497, 76.9321077 8.5296509)",9949
6975778007,6975778001,106.13963133309575,residential,"LINESTRING (76.9321077 8.5296509, 76.9320591 8.5297497, 76.9319464 8.5297908, 76.931874 8.5298333, 76.9318271 8.5299951, 76.9317801 8.5303028, 76.9317788 8.5304659)",9950
6975778007,7494707958,92.99622705052101,secondary,"LINESTRING (76.9321077 8.5296509, 76.9323068 8.5296263, 76.9324687 8.5295623, 76.9326186 8.5294713, 76.9327074 8.5294136, 76.9328051 8.5293232, 76.9328459 8.5292871)",9951
6975815908,2326667023,69.04073893085908,tertiary,"LINESTRING (76.9771596 8.4902239, 76.977317 8.489895, 76.977371 8.48981, 76.9774966 8.4897146)",9952
6975815908,12088220888,58.751751561866016,tertiary,"LINESTRING (76.9771596 8.4902239, 76.977105 8.490338, 76.9769123 8.4906921)",9953
6975840066,7544147794,78.53570123349594,residential,"LINESTRING (76.9704552 8.5346828, 76.9710846 8.534349)",9954
6975840066,6975840068,96.10323858631926,residential,"LINESTRING (76.9704552 8.5346828, 76.9704721 8.5348411, 76.9704738 8.5348547, 76.9704733 8.5348595, 76.9704713 8.5348628, 76.970467 8.5348679, 76.9704618 8.5348728, 76.9703941 8.5349028, 76.9702392 8.5350024, 76.9701646 8.5350568, 76.9700468 8.5351146, 76.9699424 8.5351616, 76.9698769 8.5352046)",9955
6975840066,11189668834,59.55614659699362,residential,"LINESTRING (76.9704552 8.5346828, 76.9703859 8.5346003, 76.970298 8.5345574, 76.9702045 8.5345222, 76.9700754 8.534511, 76.96997 8.5345069)",9956
6975840068,6975840066,96.10323858631926,residential,"LINESTRING (76.9698769 8.5352046, 76.9699424 8.5351616, 76.9700468 8.5351146, 76.9701646 8.5350568, 76.9702392 8.5350024, 76.9703941 8.5349028, 76.9704618 8.5348728, 76.970467 8.5348679, 76.9704713 8.5348628, 76.9704733 8.5348595, 76.9704738 8.5348547, 76.9704721 8.5348411, 76.9704552 8.5346828)",9957
6975840068,7544036745,48.60931013074049,residential,"LINESTRING (76.9698769 8.5352046, 76.9699138 8.5352342, 76.9699359 8.5353121, 76.9699721 8.5354394, 76.9700097 8.5354599, 76.970054 8.5354634, 76.9701451 8.5354537)",9958
6975840068,3687477954,92.84797979095401,residential,"LINESTRING (76.9698769 8.5352046, 76.9697746 8.5351642, 76.9696718 8.535099, 76.9695025 8.5350193, 76.9692843 8.5349384, 76.9691053 8.534871)",9959
6975853584,12079419348,49.79712506705869,residential,"LINESTRING (76.9099884 8.5000264, 76.9101416 8.5001422, 76.9102894 8.500212, 76.9103699 8.5002641)",9960
6975853584,7007451712,17.540002150497443,residential,"LINESTRING (76.9099884 8.5000264, 76.9099315 8.500082, 76.9098786 8.5001407)",9961
6975853584,7513593549,135.41843494800418,residential,"LINESTRING (76.9099884 8.5000264, 76.9104403 8.4995019, 76.910457 8.4994854, 76.9104828 8.4994803, 76.9105071 8.4994871, 76.9105302 8.4994978, 76.9106514 8.499568, 76.9106786 8.4995763, 76.9107057 8.4995724, 76.910731 8.4995556, 76.9107518 8.4995372, 76.9108532 8.499391)",9962
6975855465,6971049187,27.495377448383227,residential,"LINESTRING (76.9316675 8.511269, 76.9317077 8.5111311, 76.9317452 8.5110342)",9963
6975867822,3687477954,16.45881017432337,secondary,"LINESTRING (76.9690131 8.5349876, 76.9691053 8.534871)",9964
6975867822,12086417397,23.688085678555304,secondary,"LINESTRING (76.9690131 8.5349876, 76.9689052 8.5351053, 76.9688641 8.5351411)",9965
6975867822,7496793047,150.46476172137835,residential,"LINESTRING (76.9690131 8.5349876, 76.9690551 8.5350175, 76.9691248 8.5350779, 76.9691911 8.5351336, 76.969254 8.5352272, 76.969323 8.5352901, 76.9694087 8.5353512, 76.9694917 8.5354031, 76.9695835 8.5354865, 76.9696162 8.5355789, 76.9696372 8.5356897, 76.9696801 8.5358464, 76.9697076 8.5359383, 76.9697614 8.5360519)",9966
6975869888,12079419352,10.836272200786208,residential,"LINESTRING (76.911037 8.5002911, 76.9109604 8.5003524)",9967
6975869888,7513593583,26.393193096744266,residential,"LINESTRING (76.911037 8.5002911, 76.911237 8.5004223)",9968
6975869888,7513593540,76.12928244602145,residential,"LINESTRING (76.911037 8.5002911, 76.9111459 8.50014, 76.9112637 8.499995, 76.9113696 8.4998914, 76.9114695 8.4997583)",9969
6975969023,12079451575,19.3066338958546,residential,"LINESTRING (76.9202361 8.524797, 76.9202143 8.5249109, 76.9202052 8.5249679)",9970
6975969023,7491304906,39.30751793372035,residential,"LINESTRING (76.9202361 8.524797, 76.9203695 8.524836, 76.9204691 8.5248646, 76.9205247 8.5248775, 76.9205801 8.5248928)",9971
6975969023,12079451574,88.5265642401396,living_street,"LINESTRING (76.9202361 8.524797, 76.9200341 8.524763, 76.9199219 8.524763, 76.9197491 8.5247814, 76.919553 8.5247445, 76.9194586 8.5246804)",9972
6975969023,7492428852,56.25299737765323,residential,"LINESTRING (76.9202361 8.524797, 76.9202525 8.5246241, 76.9202387 8.5244792, 76.9202286 8.5243844, 76.9202389 8.5242936)",9973
6975969028,7491304915,8.933724024088548,residential,"LINESTRING (76.9211362 8.5249452, 76.9211587 8.5250224)",9974
6975969028,7488159699,67.27721700142887,residential,"LINESTRING (76.9211362 8.5249452, 76.9211002 8.5247433, 76.9210618 8.5246233, 76.9209802 8.5244831, 76.9209529 8.524374)",9975
6975969028,7491304906,61.4551973920965,residential,"LINESTRING (76.9211362 8.5249452, 76.9209861 8.5249359, 76.9207671 8.5249177, 76.9205801 8.5248928)",9976
6975985264,6975985266,46.80793174439344,residential,"LINESTRING (76.9738342 8.514106, 76.9742354 8.5139654)",9977
6975985266,6975985264,46.80793174439344,residential,"LINESTRING (76.9742354 8.5139654, 76.9738342 8.514106)",9978
6975985266,7509969289,60.800420156817886,residential,"LINESTRING (76.9742354 8.5139654, 76.9743039 8.5142254, 76.9743301 8.5145023)",9979
6975985266,309625574,46.53813334037133,residential,"LINESTRING (76.9742354 8.5139654, 76.9743481 8.5139111, 76.9744045 8.5138792, 76.9744445 8.5138471, 76.9744575 8.5138235, 76.9744637 8.5137882, 76.9744627 8.513758, 76.9744342 8.5136763)",9980
6976084804,9959058737,38.57613582813327,residential,"LINESTRING (76.9606024 8.5383186, 76.9605101 8.5379839)",9981
6976084804,3311634842,75.73039527536585,residential,"LINESTRING (76.9606024 8.5383186, 76.9606745 8.5384958, 76.9607265 8.538637, 76.9608423 8.5389569)",9982
6976084804,7506441755,76.71874377282678,residential,"LINESTRING (76.9606024 8.5383186, 76.9603893 8.5383797, 76.9599217 8.5384667)",9983
6976084809,12082552060,35.61175703013565,residential,"LINESTRING (76.9602277 8.5370852, 76.960233 8.5372497, 76.9602725 8.5374004)",9984
6976084809,7010433050,52.15655064434349,residential,"LINESTRING (76.9602277 8.5370852, 76.9601995 8.536885, 76.9601224 8.5366292)",9985
6976084809,7521026129,121.63726892754957,residential,"LINESTRING (76.9602277 8.5370852, 76.9604409 8.5370733, 76.9608446 8.537011, 76.9610297 8.5369593, 76.9611557 8.5369036, 76.9612858 8.5368227)",9986
6976084812,12082552215,28.523687280628632,residential,"LINESTRING (76.9600814 8.5362703, 76.9601105 8.5365252)",9987
6976084812,6976084814,24.300568528661202,residential,"LINESTRING (76.9600814 8.5362703, 76.9599983 8.5360678)",9988
6976084812,12082552213,52.7668813305527,residential,"LINESTRING (76.9600814 8.5362703, 76.9596079 8.5363473)",9989
6976084812,7591242297,168.05319377387002,residential,"LINESTRING (76.9600814 8.5362703, 76.9607603 8.5361706, 76.9609317 8.536141, 76.9610403 8.5361105, 76.9611597 8.5360521, 76.9613595 8.5359579, 76.961512 8.5358292)",9990
6976084814,6976084812,24.300568528661202,residential,"LINESTRING (76.9599983 8.5360678, 76.9600814 8.5362703)",9991
6976084814,6976084820,72.25175864869722,residential,"LINESTRING (76.9599983 8.5360678, 76.9599809 8.5359792, 76.9599688 8.5358558, 76.9599615 8.5357461, 76.9599669 8.5356641, 76.9599326 8.5355945, 76.9598475 8.5355329, 76.9597966 8.5354972)",9992
6976084814,12082552139,94.4440860178717,residential,"LINESTRING (76.9599983 8.5360678, 76.9594915 8.5362046, 76.9591789 8.5363196)",9993
6976084820,12082552154,8.227058848752653,residential,"LINESTRING (76.9597966 8.5354972, 76.9597283 8.535467)",9994
6976084820,6976084814,72.2517586486972,residential,"LINESTRING (76.9597966 8.5354972, 76.9598475 8.5355329, 76.9599326 8.5355945, 76.9599669 8.5356641, 76.9599615 8.5357461, 76.9599688 8.5358558, 76.9599809 8.5359792, 76.9599983 8.5360678)",9995
6976084820,12082552128,101.23130642902694,residential,"LINESTRING (76.9597966 8.5354972, 76.9598595 8.5354109, 76.9601075 8.5353003, 76.9601706 8.5352585, 76.9602243 8.5352037, 76.960355 8.5350826, 76.9605355 8.5349789)",9996
6976084827,6988565284,28.71697771596016,residential,"LINESTRING (76.9582814 8.5346246, 76.9583687 8.5343812)",9997
6976084827,7546691172,70.239851464125,residential,"LINESTRING (76.9582814 8.5346246, 76.9582547 8.5346739, 76.9580333 8.5352064)",9998
6976084827,12082552158,89.57163442634126,residential,"LINESTRING (76.9582814 8.5346246, 76.9584229 8.5347052, 76.9587211 8.5349339, 76.9588356 8.5350172, 76.9588859 8.5350538, 76.9589443 8.5350907)",9999
6976101112,6976101157,84.82101842703783,residential,"LINESTRING (76.9503772 8.5463848, 76.949708 8.5460054)",10000
6976101129,7572009516,3.0149525876124583,residential,"LINESTRING (76.9511537 8.5436541, 76.9511384 8.5436316)",10001
6976101129,2462551902,188.01086152071804,residential,"LINESTRING (76.9511537 8.5436541, 76.9512936 8.5436532, 76.9515815 8.5437217, 76.9516459 8.5437014, 76.9518219 8.5437345, 76.9518433 8.5438693, 76.9518645 8.5439777, 76.9519153 8.5439811, 76.9520048 8.5439941, 76.9522388 8.5439947, 76.9522649 8.5439919, 76.9523039 8.5440005, 76.9523494 8.5440038, 76.9523979 8.5440529, 76.9526166 8.5440828)",10002
6976101129,6976101138,138.86757141279338,residential,"LINESTRING (76.9511537 8.5436541, 76.951202 8.5439206, 76.9512194 8.5442257, 76.9511926 8.5443278, 76.9511457 8.5443981, 76.9510759 8.544471, 76.9509821 8.544605, 76.9509338 8.5446766, 76.9508935 8.5448039)",10003
6976101138,6976101129,138.8675714127934,residential,"LINESTRING (76.9508935 8.5448039, 76.9509338 8.5446766, 76.9509821 8.544605, 76.9510759 8.544471, 76.9511457 8.5443981, 76.9511926 8.5443278, 76.9512194 8.5442257, 76.951202 8.5439206, 76.9511537 8.5436541)",10004
6976101138,6976101142,43.5417422935836,residential,"LINESTRING (76.9508935 8.5448039, 76.9508573 8.5448835, 76.950805 8.544922, 76.9507004 8.5449697, 76.9505732 8.5449754)",10005
6976101138,12082175413,96.81536926122311,residential,"LINESTRING (76.9508935 8.5448039, 76.9512349 8.5451627, 76.9510018 8.5454623)",10006
6976101142,12082175413,72.32676659159128,residential,"LINESTRING (76.9505732 8.5449754, 76.9507318 8.5451363, 76.9508646 8.5452535, 76.9509252 8.5453342, 76.9509774 8.5454111, 76.9510018 8.5454623)",10007
6976101142,6976101138,43.54174229358361,residential,"LINESTRING (76.9505732 8.5449754, 76.9507004 8.5449697, 76.950805 8.544922, 76.9508573 8.5448835, 76.9508935 8.5448039)",10008
6976101142,12082175402,46.62200014566258,residential,"LINESTRING (76.9505732 8.5449754, 76.9504993 8.5449936, 76.950451 8.5450347, 76.950435 8.5450571, 76.9504267 8.5450764, 76.9504242 8.5451076, 76.9504362 8.5451845, 76.950451 8.5452588, 76.9504503 8.5452769, 76.9504416 8.5452906, 76.950431 8.545299)",10009
6976101154,7513051977,14.230240452437268,residential,"LINESTRING (76.9499923 8.5455665, 76.9499073 8.545663)",10010
6976101154,12082175399,27.88536828864158,residential,"LINESTRING (76.9499923 8.5455665, 76.9500969 8.5455214, 76.9501908 8.5454551, 76.9502112 8.5454424)",10011
6976101154,6976108044,96.25738511268648,residential,"LINESTRING (76.9499923 8.5455665, 76.9498031 8.5454534, 76.9497571 8.5453942, 76.949712 8.5452589, 76.9496963 8.5450564, 76.949694 8.5450407, 76.949692 8.5450338, 76.9496887 8.5450274, 76.9496849 8.5450208, 76.9496798 8.5450151, 76.9496751 8.5450116, 76.9496676 8.545009, 76.9496589 8.5450096, 76.9495491 8.5450239, 76.9495271 8.545024, 76.9495142 8.5450222, 76.9494996 8.5450184)",10012
6976101157,6976101112,84.82101842703783,residential,"LINESTRING (76.949708 8.5460054, 76.9503772 8.5463848)",10013
6976101157,7513051977,43.958108636171474,residential,"LINESTRING (76.949708 8.5460054, 76.9497495 8.5459233, 76.9498395 8.54578, 76.9499073 8.545663)",10014
6976101157,6952889182,56.468960617160775,residential,"LINESTRING (76.949708 8.5460054, 76.9495605 8.546154, 76.9493453 8.5463649)",10015
